Level 1,Level 2,Level 3,Measure Names,NegPos_Number,List of Values,Measure Values
2020SP,Communication--B5011,,Sec. Count,0 Days,All,12
2020SP,Communication--B5011,,Retention Rate,0 Days,All,0.828220859
2020SP,Communication--B5011,,Number Retained,0 Days,All,270
2020SP,Communication--B5011,,Ftes/Ftef,0 Days,All,14.095833333
2020SP,Communication--B5011,,Current Fill Rate,0 Days,All,0.878453039
2020SP,Communication--B5011,,Census Fill Rate,0 Days,All,0.878453039
2020SP,Communication--B5011,,Census Enrollment,0 Days,All,318
2020SP,Communication--B5011,,Number Successful,0 Days,All,246
2020SP,Communication--B5011,,Ftef,0 Days,All,2.4
2020SP,Communication--B5011,,Ftes,0 Days,All,33.83
2020SP,Communication--B5011,,Enrollment Capacity,0 Days,All,362
2020SP,Communication--B5011,,Count of Migrated Data,0 Days,All,12
2020SP,Communication--B5011,,Current Enrollment,0 Days,All,318
2020SP,Communication--L5011,,Wsch/Ftef,0 Days,All,443.955237571
2020SP,Communication--L5011,,Success Rate,0 Days,All,0.748898678
2020SP,Communication--L5011,,Sec. Count,0 Days,All,34
2020SP,Communication--L5011,,Retention Rate,0 Days,All,0.819383260
2020SP,Communication--L5011,,Number Retained,0 Days,All,558
2020SP,Communication--L5011,,Ftes/Ftef,0 Days,All,13.834158870
2020SP,Communication--L5011,,Current Fill Rate,0 Days,All,0.709033613
2020SP,Communication--L5011,,Census Fill Rate,0 Days,All,0.709033613
2020SP,Communication--L5011,,Census Enrollment,0 Days,All,675
2020SP,Communication--L5011,,Number Successful,0 Days,All,510
2020SP,Communication--L5011,,Ftef,0 Days,All,5.451
2020SP,Communication--L5011,,Ftes,0 Days,All,75.41
2020SP,Communication--L5011,,Enrollment Capacity,0 Days,All,952
2020SP,Communication--L5011,,Count of Migrated Data,0 Days,All,34
2020SP,Communication--L5011,,Current Enrollment,0 Days,All,675
2020SP,Computer Science--B6007,,Wsch/Ftef,0 Days,All,416
2020SP,Computer Science--B6007,,Success Rate,0 Days,All,0.657894737
2020SP,Computer Science--B6007,,Sec. Count,0 Days,All,2
2020SP,Computer Science--B6007,,Retention Rate,0 Days,All,0.815789474
2020SP,Computer Science--B6007,,Number Retained,0 Days,All,31
2020SP,Computer Science--B6007,,Ftes/Ftef,0 Days,All,13.16
2020SP,Computer Science--B6007,,Current Fill Rate,0 Days,All,0.56
2020SP,Computer Science--B6007,,Census Fill Rate,0 Days,All,0.56
2020SP,Computer Science--B6007,,Census Enrollment,0 Days,All,42
2020SP,Computer Science--B6007,,Number Successful,0 Days,All,25
2020SP,Computer Science--B6007,,Ftef,0 Days,All,0.5
2020SP,Computer Science--B6007,,Ftes,0 Days,All,6.58
2020SP,Computer Science--B6007,,Enrollment Capacity,0 Days,All,75
2020SP,Computer Science--B6007,,Count of Migrated Data,0 Days,All,2
2020SP,Computer Science--B6007,,Current Enrollment,0 Days,All,42
2020SP,Computer Science--L6007,,Wsch/Ftef,0 Days,All,624.577812419
2020SP,Computer Science--L6007,,Success Rate,0 Days,All,0.605839416
2020SP,Computer Science--L6007,,Sec. Count,0 Days,All,16
2020SP,Computer Science--L6007,,Retention Rate,0 Days,All,0.669099757
2020SP,Computer Science--L6007,,Number Retained,0 Days,All,275
2020SP,Computer Science--L6007,,Ftes/Ftef,0 Days,All,19.597297999
2020SP,Computer Science--L6007,,Current Fill Rate,0 Days,All,0.7546875
2020SP,Computer Science--L6007,,Census Fill Rate,0 Days,All,0.7546875
2020SP,Computer Science--L6007,,Census Enrollment,0 Days,All,483
2020SP,Computer Science--L6007,,Number Successful,0 Days,All,249
2020SP,Computer Science--L6007,,Ftef,0 Days,All,3.849
2020SP,Computer Science--L6007,,Ftes,0 Days,All,75.43
2020SP,Computer Science--L6007,,Enrollment Capacity,0 Days,All,640
2020SP,Computer Science--L6007,,Count of Migrated Data,0 Days,All,16
2020SP,Computer Science--L6007,,Current Enrollment,0 Days,All,483
2020SP,Counseling--B7001,,Wsch/Ftef,0 Days,All,130
2020SP,Counseling--B7001,,Success Rate,0 Days,All,0.217391304
2020SP,Counseling--B7001,,Sec. Count,0 Days,All,1
2020SP,Counseling--B7001,,Retention Rate,0 Days,All,0.956521739
2020SP,Counseling--B7001,,Number Retained,0 Days,All,22
2020SP,Counseling--B7001,,Ftes/Ftef,0 Days,All,4.1
2020SP,Counseling--B7001,,Current Fill Rate,0 Days,All,0.228571429
2020SP,Counseling--B7001,,Census Fill Rate,0 Days,All,0.228571429
2020SP,Counseling--B7001,,Census Enrollment,0 Days,All,8
2020SP,Counseling--B7001,,Number Successful,0 Days,All,5
2020SP,Counseling--B7001,,Ftef,0 Days,All,0.1
2020SP,Counseling--B7001,,Ftes,0 Days,All,0.41
2020SP,Counseling--B7001,,Enrollment Capacity,0 Days,All,35
2020SP,Counseling--B7001,,Count of Migrated Data,0 Days,All,1
2020SP,Counseling--B7001,,Current Enrollment,0 Days,All,8
2020SP,Counseling--L7001,,Wsch/Ftef,0 Days,All,283.132530120
2020SP,Counseling--L7001,,Success Rate,0 Days,All,0.676356589
2020SP,Counseling--L7001,,Sec. Count,0 Days,All,32
2020SP,Counseling--L7001,,Retention Rate,0 Days,All,0.784883721
2020SP,Counseling--L7001,,Number Retained,0 Days,All,405
2020SP,Counseling--L7001,,Ftes/Ftef,0 Days,All,8.075832743
2020SP,Counseling--L7001,,Current Fill Rate,0 Days,All,0.365420561
2020SP,Counseling--L7001,,Census Fill Rate,0 Days,All,0.365420561
2020SP,Counseling--L7001,,Census Enrollment,0 Days,All,391
2020SP,Counseling--L7001,,Number Successful,0 Days,All,349
2020SP,Counseling--L7001,,Ftef,0 Days,All,2.822
2020SP,Counseling--L7001,,Ftes,0 Days,All,22.79
2020SP,Counseling--L7001,,Enrollment Capacity,0 Days,All,1070
2020SP,Counseling--L7001,,Count of Migrated Data,0 Days,All,32
2020SP,Counseling--L7001,,Current Enrollment,0 Days,All,391
2020SP,Drama--B5012,,Wsch/Ftef,0 Days,All,542.5
2020SP,Drama--B5012,,Success Rate,0 Days,All,0.843478261
2020SP,Drama--B5012,,Sec. Count,0 Days,All,4
2020SP,Drama--B5012,,Retention Rate,0 Days,All,0.904347826
2020SP,Drama--B5012,,Number Retained,0 Days,All,104
2020SP,Drama--B5012,,Ftes/Ftef,0 Days,All,17.2125
2020SP,Drama--B5012,,Current Fill Rate,0 Days,All,0.711111111
2020SP,Drama--B5012,,Census Fill Rate,0 Days,All,0.711111111
2020SP,Drama--B5012,,Census Enrollment,0 Days,All,128
2020SP,Drama--B5012,,Number Successful,0 Days,All,97
2020SP,Drama--B5012,,Ftef,0 Days,All,0.8
2020SP,Drama--B5012,,Ftes,0 Days,All,13.77
2020SP,Drama--B5012,,Enrollment Capacity,0 Days,All,180
2020SP,Drama--B5012,,Count of Migrated Data,0 Days,All,4
2020SP,Drama--B5012,,Current Enrollment,0 Days,All,128
2020SP,Drama--L5012,,Wsch/Ftef,0 Days,All,677.926982795
2020SP,Drama--L5012,,Success Rate,0 Days,All,0.728116711
2020SP,Drama--L5012,,Sec. Count,0 Days,All,21
2020SP,Drama--L5012,,Retention Rate,0 Days,All,0.778514589
2020SP,Drama--L5012,,Number Retained,0 Days,All,587
2020SP,Drama--L5012,,Ftes/Ftef,0 Days,All,19.760805707
2020SP,Drama--L5012,,Current Fill Rate,0 Days,All,0.829629630
2020SP,Drama--L5012,,Census Fill Rate,0 Days,All,0.829629630
2020SP,Drama--L5012,,Census Enrollment,0 Days,All,784
2020SP,Drama--L5012,,Number Successful,0 Days,All,549
2020SP,Drama--L5012,,Ftef,0 Days,All,4.766
2020SP,Drama--L5012,,Ftes,0 Days,All,94.18
2020SP,Drama--L5012,,Enrollment Capacity,0 Days,All,945
2020SP,Drama--L5012,,Count of Migrated Data,0 Days,All,21
2020SP,Drama--L5012,,Current Enrollment,0 Days,All,784
2020SP,English As a Second Language--L5016,,Wsch/Ftef,0 Days,All,510.769230769
2020SP,English As a Second Language--L5016,,Success Rate,0 Days,All,0.887323944
2020SP,English As a Second Language--L5016,,Sec. Count,0 Days,All,11
2020SP,English As a Second Language--L5016,,Retention Rate,0 Days,All,0.948356808
2020SP,English As a Second Language--L5016,,Number Retained,0 Days,All,202
2020SP,English As a Second Language--L5016,,Ftes/Ftef,0 Days,All,9.996153846
2020SP,English As a Second Language--L5016,,Current Fill Rate,0 Days,All,0.807272727
2020SP,English As a Second Language--L5016,,Census Fill Rate,0 Days,All,0.807272727
2020SP,English As a Second Language--L5016,,Census Enrollment,0 Days,All,222
2020SP,English As a Second Language--L5016,,Number Successful,0 Days,All,189
2020SP,English As a Second Language--L5016,,Ftef,0 Days,All,2.6
2020SP,English As a Second Language--L5016,,Ftes,0 Days,All,25.99
2020SP,English As a Second Language--L5016,,Enrollment Capacity,0 Days,All,275
2020SP,English As a Second Language--L5016,,Count of Migrated Data,0 Days,All,11
2020SP,English As a Second Language--L5016,,Current Enrollment,0 Days,All,222
2020SP,English--B5013,,Wsch/Ftef,0 Days,All,393.566493955
2020SP,English--B5013,,Success Rate,0 Days,All,0.612727273
2020SP,English--B5013,,Sec. Count,0 Days,All,20
2020SP,English--B5013,,Retention Rate,0 Days,All,0.705454545
2020SP,English--B5013,,Number Retained,0 Days,All,388
2020SP,English--B5013,,Ftes/Ftef,0 Days,All,12.355354059
2020SP,English--B5013,,Current Fill Rate,0 Days,All,0.904448105
2020SP,English--B5013,,Census Fill Rate,0 Days,All,0.904448105
2020SP,English--B5013,,Census Enrollment,0 Days,All,549
2020SP,English--B5013,,Number Successful,0 Days,All,337
2020SP,English--B5013,,Ftef,0 Days,All,4.632
2020SP,English--B5013,,Ftes,0 Days,All,57.23
2020SP,English--B5013,,Enrollment Capacity,0 Days,All,607
2020SP,English--B5013,,Count of Migrated Data,0 Days,All,20
2020SP,English--B5013,,Current Enrollment,0 Days,All,549
2020SP,English--L5013,,Wsch/Ftef,0 Days,All,401.112990343
2020SP,English--L5013,,Success Rate,0 Days,All,0.589072544
2020SP,English--L5013,,Sec. Count,0 Days,All,85
2020SP,English--L5013,,Retention Rate,0 Days,All,0.671717172
2020SP,English--L5013,,Number Retained,0 Days,All,1463
2020SP,English--L5013,,Ftes/Ftef,0 Days,All,12.014294288
2020SP,English--L5013,,Current Fill Rate,0 Days,All,0.601515972
2020SP,English--L5013,,Census Fill Rate,0 Days,All,0.601515972
2020SP,English--L5013,,Census Enrollment,0 Days,All,2222
2020SP,English--L5013,,Number Successful,0 Days,All,1283
2020SP,English--L5013,,Ftef,0 Days,All,18.329
2020SP,English--L5013,,Ftes,0 Days,All,220.21
2020SP,English--L5013,,Enrollment Capacity,0 Days,All,3694
2020SP,English--L5013,,Count of Migrated Data,0 Days,All,85
2020SP,English--L5013,,Current Enrollment,0 Days,All,2222
2020SP,Fire Technology--B6002,,Wsch/Ftef,0 Days,All,580
2020SP,Fire Technology--B6002,,Success Rate,0 Days,All,0.734375
2020SP,Fire Technology--B6002,,Sec. Count,0 Days,All,2
2020SP,Fire Technology--B6002,,Retention Rate,0 Days,All,0.796875
2020SP,Fire Technology--B6002,,Number Retained,0 Days,All,51
2020SP,Fire Technology--B6002,,Ftes/Ftef,0 Days,All,18.275
2020SP,Fire Technology--B6002,,Current Fill Rate,0 Days,All,0.715789474
2020SP,Fire Technology--B6002,,Census Fill Rate,0 Days,All,0.715789474
2020SP,Fire Technology--B6002,,Census Enrollment,0 Days,All,68
2020SP,Fire Technology--B6002,,Number Successful,0 Days,All,47
2020SP,Fire Technology--B6002,,Ftef,0 Days,All,0.4
2020SP,Fire Technology--B6002,,Ftes,0 Days,All,7.31
2020SP,Fire Technology--B6002,,Enrollment Capacity,0 Days,All,95
2020SP,Fire Technology--B6002,,Count of Migrated Data,0 Days,All,2
2020SP,Fire Technology--B6002,,Current Enrollment,0 Days,All,68
2020SP,Foreign Language--L5017,,Wsch/Ftef,0 Days,All,449.696582561
2020SP,Foreign Language--L5017,,Success Rate,0 Days,All,0.704365079
2020SP,Foreign Language--L5017,,Sec. Count,0 Days,All,21
2020SP,Foreign Language--L5017,,Retention Rate,0 Days,All,0.785714286
2020SP,Foreign Language--L5017,,Number Retained,0 Days,All,396
2020SP,Foreign Language--L5017,,Ftes/Ftef,0 Days,All,13.455764931
2020SP,Foreign Language--L5017,,Current Fill Rate,0 Days,All,0.682539683
2020SP,Foreign Language--L5017,,Census Fill Rate,0 Days,All,0.682539683
2020SP,Foreign Language--L5017,,Census Enrollment,0 Days,All,516
2020SP,Foreign Language--L5017,,Number Successful,0 Days,All,355
2020SP,Foreign Language--L5017,,Ftef,0 Days,All,6.262
2020SP,Foreign Language--L5017,,Ftes,0 Days,All,84.26
2020SP,Foreign Language--L5017,,Enrollment Capacity,0 Days,All,756
2020SP,Foreign Language--L5017,,Count of Migrated Data,0 Days,All,21
2020SP,Foreign Language--L5017,,Current Enrollment,0 Days,All,516
2020SP,Foreign Languages--B5017,,Wsch/Ftef,0 Days,All,417.158176944
2020SP,Foreign Languages--B5017,,Success Rate,0 Days,All,0.6875
2020SP,Foreign Languages--B5017,,Sec. Count,0 Days,All,6
2020SP,Foreign Languages--B5017,,Retention Rate,0 Days,All,0.775
2020SP,Foreign Languages--B5017,,Number Retained,0 Days,All,124
2020SP,Foreign Languages--B5017,,Ftes/Ftef,0 Days,All,12.659517426
2020SP,Foreign Languages--B5017,,Current Fill Rate,0 Days,All,0.655660377
2020SP,Foreign Languages--B5017,,Census Fill Rate,0 Days,All,0.655660377
2020SP,Foreign Languages--B5017,,Census Enrollment,0 Days,All,139
2020SP,Foreign Languages--B5017,,Number Successful,0 Days,All,110
2020SP,Foreign Languages--B5017,,Ftef,0 Days,All,1.865
2020SP,Foreign Languages--B5017,,Ftes,0 Days,All,23.61
2020SP,Foreign Languages--B5017,,Enrollment Capacity,0 Days,All,212
2020SP,Foreign Languages--B5017,,Count of Migrated Data,0 Days,All,6
2020SP,Foreign Languages--B5017,,Current Enrollment,0 Days,All,139
2020SP,Human Services--L5004,,Wsch/Ftef,0 Days,All,340
2020SP,Human Services--L5004,,Success Rate,0 Days,All,0.555555556
2020SP,Human Services--L5004,,Sec. Count,0 Days,All,1
2020SP,Human Services--L5004,,Retention Rate,0 Days,All,0.888888889
2020SP,Human Services--L5004,,Number Retained,0 Days,All,24
2020SP,Human Services--L5004,,Ftes/Ftef,0 Days,All,10.75
2020SP,Human Services--L5004,,Current Fill Rate,0 Days,All,0.666666667
2020SP,Human Services--L5004,,Census Fill Rate,0 Days,All,0.666666667
2020SP,Human Services--L5004,,Census Enrollment,0 Days,All,20
2020SP,Human Services--L5004,,Number Successful,0 Days,All,15
2020SP,Human Services--L5004,,Ftef,0 Days,All,0.2
2020SP,Human Services--L5004,,Ftes,0 Days,All,2.15
2020SP,Human Services--L5004,,Enrollment Capacity,0 Days,All,30
2020SP,Human Services--L5004,,Count of Migrated Data,0 Days,All,1
2020SP,Human Services--L5004,,Current Enrollment,0 Days,All,20
2020SP,Humanistic Studies--B5014,,Wsch/Ftef,0 Days,All,435
2020SP,Humanistic Studies--B5014,,Success Rate,0 Days,All,0.7
2020SP,Humanistic Studies--B5014,,Sec. Count,0 Days,All,2
2020SP,Humanistic Studies--B5014,,Retention Rate,0 Days,All,0.82
2020SP,Humanistic Studies--B5014,,Number Retained,0 Days,All,41.82
2020SP,Humanistic Studies--B5014,,Ftes/Ftef,0 Days,All,13.7
2020SP,Humanistic Studies--B5014,,Current Fill Rate,0 Days,All,0.6375
2020SP,Humanistic Studies--B5014,,Census Fill Rate,0 Days,All,0.6375
2020SP,Humanistic Studies--B5014,,Census Enrollment,0 Days,All,51
2020SP,Humanistic Studies--B5014,,Number Successful,0 Days,All,35
2020SP,Humanistic Studies--B5014,,Ftef,0 Days,All,0.4
2020SP,Humanistic Studies--B5014,,Ftes,0 Days,All,5.48
2020SP,Humanistic Studies--B5014,,Enrollment Capacity,0 Days,All,80
2020SP,Humanistic Studies--B5014,,Count of Migrated Data,0 Days,All,2
2020SP,Humanistic Studies--B5014,,Current Enrollment,0 Days,All,51
2020SP,Humanistic Studies--L5014,,Wsch/Ftef,0 Days,All,434.6875
2020SP,Humanistic Studies--L5014,,Success Rate,0 Days,All,0.692307692
2020SP,Humanistic Studies--L5014,,Sec. Count,0 Days,All,17
2020SP,Humanistic Studies--L5014,,Retention Rate,0 Days,All,0.825174825
2020SP,Humanistic Studies--L5014,,Number Retained,0 Days,All,354
2020SP,Humanistic Studies--L5014,,Ftes/Ftef,0 Days,All,13.5125
2020SP,Humanistic Studies--L5014,,Current Fill Rate,0 Days,All,0.642072214
2020SP,Humanistic Studies--L5014,,Census Fill Rate,0 Days,All,0.642072214
2020SP,Humanistic Studies--L5014,,Census Enrollment,0 Days,All,409
2020SP,Humanistic Studies--L5014,,Number Successful,0 Days,All,297
2020SP,Humanistic Studies--L5014,,Ftef,0 Days,All,3.2
2020SP,Humanistic Studies--L5014,,Ftes,0 Days,All,43.24
2020SP,Humanistic Studies--L5014,,Enrollment Capacity,0 Days,All,637
2020SP,Humanistic Studies--L5014,,Count of Migrated Data,0 Days,All,17
2020SP,Humanistic Studies--L5014,,Current Enrollment,0 Days,All,409
2020SP,Industrial Technology--L6012,,Wsch/Ftef,0 Days,All,373.170198820
2020SP,Industrial Technology--L6012,,Success Rate,0 Days,All,0.785529716
2020SP,Industrial Technology--L6012,,Sec. Count,0 Days,All,27
2020SP,Industrial Technology--L6012,,Retention Rate,0 Days,All,0.873385013
2020SP,Industrial Technology--L6012,,Number Retained,0 Days,All,338
2020SP,Industrial Technology--L6012,,Ftes/Ftef,0 Days,All,11.743500109
2020SP,Industrial Technology--L6012,,Current Fill Rate,0 Days,All,0.239244491
2020SP,Industrial Technology--L6012,,Census Fill Rate,0 Days,All,0.239244491
2020SP,Industrial Technology--L6012,,Census Enrollment,0 Days,All,456
2020SP,Industrial Technology--L6012,,Number Successful,0 Days,All,304
2020SP,Industrial Technology--L6012,,Ftef,0 Days,All,4.577
2020SP,Industrial Technology--L6012,,Ftes,0 Days,All,53.75
2020SP,Industrial Technology--L6012,,Enrollment Capacity,0 Days,All,1906
2020SP,Industrial Technology--L6012,,Count of Migrated Data,0 Days,All,27
2020SP,Industrial Technology--L6012,,Current Enrollment,0 Days,All,456
2020SP,Intercollegiate Athletics--L7005,,Wsch/Ftef,0 Days,All,460.639394981
2020SP,Intercollegiate Athletics--L7005,,Success Rate,0 Days,All,0.959798995
2020SP,Intercollegiate Athletics--L7005,,Sec. Count,0 Days,All,9
2020SP,Intercollegiate Athletics--L7005,,Retention Rate,0 Days,All,0.959798995
2020SP,Intercollegiate Athletics--L7005,,Number Retained,0 Days,All,191
2020SP,Intercollegiate Athletics--L7005,,Ftes/Ftef,0 Days,All,13.028532142
2020SP,Intercollegiate Athletics--L7005,,Current Fill Rate,0 Days,All,0.365116279
2020SP,Intercollegiate Athletics--L7005,,Census Fill Rate,0 Days,All,0.365116279
2020SP,Intercollegiate Athletics--L7005,,Census Enrollment,0 Days,All,157
2020SP,Intercollegiate Athletics--L7005,,Number Successful,0 Days,All,191
2020SP,Intercollegiate Athletics--L7005,,Ftef,0 Days,All,2.909
2020SP,Intercollegiate Athletics--L7005,,Ftes,0 Days,All,37.9
2020SP,Intercollegiate Athletics--L7005,,Enrollment Capacity,0 Days,All,430
2020SP,Intercollegiate Athletics--L7005,,Count of Migrated Data,0 Days,All,9
2020SP,Intercollegiate Athletics--L7005,,Current Enrollment,0 Days,All,157
2020SP,Mathematics--B5009,,Wsch/Ftef,0 Days,All,476.433330591
2020SP,Mathematics--B5009,,Success Rate,0 Days,All,0.595744681
2020SP,Mathematics--B5009,,Sec. Count,0 Days,All,36
2020SP,Mathematics--B5009,,Retention Rate,0 Days,All,0.693169093
2020SP,Mathematics--B5009,,Number Retained,0 Days,All,619
2020SP,Mathematics--B5009,,Ftes/Ftef,0 Days,All,15.058813852
2020SP,Mathematics--B5009,,Current Fill Rate,0 Days,All,0.413265306
2020SP,Mathematics--B5009,,Census Fill Rate,0 Days,All,0.413265306
2020SP,Mathematics--B5009,,Census Enrollment,0 Days,All,891
2020SP,Mathematics--B5009,,Number Successful,0 Days,All,532
2020SP,Mathematics--B5009,,Ftef,0 Days,All,12.157
2020SP,Mathematics--B5009,,Ftes,0 Days,All,183.07
2020SP,Mathematics--B5009,,Enrollment Capacity,0 Days,All,2156
2020SP,Mathematics--B5009,,Count of Migrated Data,0 Days,All,36
2020SP,Mathematics--B5009,,Current Enrollment,0 Days,All,891
2020SP,Mathematics--L5009,,Wsch/Ftef,0 Days,All,512.101548809
2020SP,Mathematics--L5009,,Success Rate,0 Days,All,0.609403255
2020SP,Mathematics--L5009,,Sec. Count,0 Days,All,61
